"id";"kode_normalisasi";"nama_material";"deskripsi";"satuan";"harga";"created_at";"updated_at"
"799";"000000003120104";"CABLE PWR ACC;WEDGE CLAMP 4X10mm";;"BH";"2837";NULL;NULL
"800";"000000003120104";"CABLE PWR ACC;WEDGE CLAMP 4X10mm";;"BH";"2837";NULL;NULL
"801";"000000003120105";"CABLE PWR ACC;WEDGE CLAMP 4X16mm";;"BH";"2760";NULL;NULL
"802";"000000003120105";"CABLE PWR ACC;WEDGE CLAMP 4X16mm";;"BH";"2760";NULL;NULL
"803";"000000003120107";"CABLE PWR ACC;BUNDLE END PROTEC 3X35X50m";;"BH";"0";NULL;NULL
"804";"000000003120107";"CABLE PWR ACC;BUNDLE END PROTEC 3X35X50m";;"BH";"0";NULL;NULL
"805";"000000003120111";"CABLE PWR ACC;CABLE SHOE AL-CU 240mm2";;"BH";"83050";NULL;NULL
"806";"000000003120111";"CABLE PWR ACC;CABLE SHOE AL-CU 240mm2";;"BH";"0";NULL;NULL
"807";"000000003120113";"CABLE PWR ACC;CABLE SHOE AL-CU 50mm2";;"BH";"41823";NULL;NULL
"808";"000000003120113";"CABLE PWR ACC;CABLE SHOE AL-CU 50mm2";;"BH";"41823";NULL;NULL
"809";"000000003120114";"CABLE PWR ACC;CABLE SHOE CU 70mm2";;"BH";"0";NULL;NULL
"810";"000000003120114";"CABLE PWR ACC;CABLE SHOE CU 70mm2";;"BH";"0";NULL;NULL
"811";"000000003120115";"CABLE PWR ACC;CABLE SHOE AL-CU 70mm2";;"BH";"46620";NULL;NULL
"812";"000000003120115";"CABLE PWR ACC;CABLE SHOE AL-CU 70mm2";;"BH";"46620";NULL;NULL
"813";"000000003120118";"CABLE PWR ACC;CABLE SHOE AL-CU 150mm2";;"BH";"74800";NULL;NULL
"814";"000000003120118";"CABLE PWR ACC;CABLE SHOE AL-CU 150mm2";;"BH";"74800";NULL;NULL
"815";"000000003120121";"CABLE PWR ACC;CABLE SHOE CU 240mm2";;"BH";"195250";NULL;NULL
"816";"000000003120121";"CABLE PWR ACC;CABLE SHOE CU 240mm2";;"BH";"195250";NULL;NULL
"817";"000000003120123";"CABLE PWR ACC;CABLE SHOE AL 95mm2";;"BH";"0";NULL;NULL
"818";"000000003120123";"CABLE PWR ACC;CABLE SHOE AL 95mm2";;"BH";"0";NULL;NULL
"819";"000000003120156";"CABLE PWR ACC;CABLE SHOE AL-CU 1H 70mm2";;"BH";"55302";NULL;NULL
"820";"000000003120156";"CABLE PWR ACC;CABLE SHOE AL-CU 1H 70mm2";;"BH";"55302";NULL;NULL
"821";"000000003120157";"CABLE PWR ACC;CABLE SHOE AL-CU 1H 95mm2";;"BH";"61565";NULL;NULL
"822";"000000003120157";"CABLE PWR ACC;CABLE SHOE AL-CU 1H 95mm2";;"BH";"61565";NULL;NULL
"823";"000000003120239";"CABLE PWR ACC;CABLE SHOE CU OD 1H 35mm2";;"BH";"28879";NULL;NULL
"824";"000000003120239";"CABLE PWR ACC;CABLE SHOE CU OD 1H 35mm2";;"BH";"28879";NULL;NULL
"825";"000000003120242";"CABLE PWR ACC;CABLE SHOE CU OD 1H 95mm2";;"BH";"73593";NULL;NULL
"826";"000000003120242";"CABLE PWR ACC;CABLE SHOE CU OD 1H 95mm2";;"BH";"73593";NULL;NULL
"827";"000000003120246";"CABLE PWR ACC;CABLE SHOE CU OD 1H 240mm2";;"BH";"197349";NULL;NULL
"828";"000000003120246";"CABLE PWR ACC;CABLE SHOE CU OD 1H 240mm2";;"BH";"197349";NULL;NULL
"829";"000000003120252";"CABLE PWR ACC;CABLE SHOE CU ID 2H 35mm2";;"BH";"29348";NULL;NULL
"830";"000000003120252";"CABLE PWR ACC;CABLE SHOE CU ID 2H 35mm2";;"BH";"29348";NULL;NULL
"831";"000000003120259";"CABLE PWR ACC;CABLE SHOE CU ID 2H 240mm2";;"BH";"195250";NULL;NULL
"832";"000000003120259";"CABLE PWR ACC;CABLE SHOE CU ID 2H 240mm2";;"BH";"195250";NULL;NULL
"833";"000000003120317";"CABLE PWR ACC;STRAIN HOOK SR";;"BH";"7938";NULL;NULL
"834";"000000003120317";"CABLE PWR ACC;STRAIN HOOK SR";;"BH";"7938";NULL;NULL
"835";"000000003120465";"CABLE PWR ACC;FLEXIB.CONDUIT 1 1/4IN";;"M";"1026666";NULL;NULL
"836";"000000003120465";"CABLE PWR ACC;FLEXIB.CONDUIT 1 1/4IN";;"M";"1026666";NULL;NULL
"837";"000000003120487";"CABLE PWR ACC;SUPER FLEXIBLE ACC 240SQMM";;"SET";"52250000";NULL;NULL
"838";"000000003120487";"CABLE PWR ACC;SUPER FLEXIBLE ACC 240SQMM";;"SET";"0";NULL;NULL
"839";"000000003120505";"CABLE PWR ACC;DOP CABLE 4X95MM";;"SET";"22000";NULL;NULL
"840";"000000003120505";"CABLE PWR ACC;DOP CABLE 4X95MM";;"SET";"22000";NULL;NULL
"841";"000000003120506";"CABLE PWR ACC;DOP CABLE 3X240/300MM";;"SET";"44000";NULL;NULL
"842";"000000003120506";"CABLE PWR ACC;DOP CABLE 3X240/300MM";;"SET";"44000";NULL;NULL
"843";"000000003130002";"JOINT;1kV;AL-AL;10-16/10-16mm2;;1P;PRHS";;"BH";"7480";NULL;NULL
"844";"000000003130002";"JOINT;1kV;AL-AL;10-16/10-16mm2;;1P;PRHS";;"BH";"7480";NULL;NULL
"845";"000000003130007";"JOINT;1kV;AL-AL;16-16mm2;;1P;CONNECTOR";;"BH";"5522";NULL;NULL
"846";"000000003130007";"JOINT;1kV;AL-AL;16-16mm2;;1P;CONNECTOR";;"BH";"5522";NULL;NULL
"847";"000000003130008";"JOINT;1kV;AL-AL;16-16mm2;;1P;PRISO";;"BH";"9240";NULL;NULL
"848";"000000003130008";"JOINT;1kV;AL-AL;16-16mm2;;1P;PRISO";;"BH";"9240";NULL;NULL
"849";"000000003130014";"JOINT;1kV;AL-AL;35-70/35-70mm2;;1P;PRISO";;"BH";"12990";NULL;NULL
"850";"000000003130014";"JOINT;1kV;AL-AL;35-70/35-70mm2;;1P;PRISO";;"BH";"12990";NULL;NULL
"851";"000000003130016";"JOINT;1kV;AL-AL;50-50mm2;;1P;PRISO";;"BH";"13297";NULL;NULL
"852";"000000003130016";"JOINT;1kV;AL-AL;50-50mm2;;1P;PRISO";;"BH";"13297";NULL;NULL
"853";"000000003130019";"JOINT;1kV;AL-AL;70-70mm2;;1P;CONECTOR";;"BH";"14025";NULL;NULL
"854";"000000003130019";"JOINT;1kV;AL-AL;70-70mm2;;1P;CONECTOR";;"BH";"0";NULL;NULL
"855";"000000003130020";"JOINT;1kV;AL-AL;70-70mm2;;1P;PRHS";;"BH";"14188";NULL;NULL
"856";"000000003130020";"JOINT;1kV;AL-AL;70-70mm2;;1P;PRHS";;"BH";"14188";NULL;NULL
"857";"000000003130022";"JOINT;1kV;AL-CU;10-10/10-10mm2;;1P;PRHS";;"SET";"0";NULL;NULL
"858";"000000003130022";"JOINT;1kV;AL-CU;10-10/10-10mm2;;1P;PRHS";;"SET";"0";NULL;NULL
"859";"000000003130023";"JOINT;1kV;AL-CU;10-16/10-16mm2;;1P;PRHS";;"BH";"13358";NULL;NULL
"860";"000000003130023";"JOINT;1kV;AL-CU;10-16/10-16mm2;;1P;PRHS";;"BH";"13358";NULL;NULL
"861";"000000003130025";"JOINT;1kV;AL-CU;16-6/16-6mm2;;1P;PRHS";;"BH";"17886";NULL;NULL
"862";"000000003130025";"JOINT;1kV;AL-CU;16-6/16-6mm2;;1P;PRHS";;"BH";"17886";NULL;NULL
"863";"000000003130026";"JOINT;1kV;AL-CU;25-16/25-16mm2;;1P;PRHS";;"BH";"17642";NULL;NULL
"864";"000000003130026";"JOINT;1kV;AL-CU;25-16/25-16mm2;;1P;PRHS";;"BH";"17642";NULL;NULL
"865";"000000003130027";"JOINT;1kV;AL-CU;3X70+50-4X95mm2;;3P;PRHS";;"SET";"640200";NULL;NULL
"866";"000000003130027";"JOINT;1kV;AL-CU;3X70+50-4X95mm2;;3P;PRHS";;"SET";"640200";NULL;NULL
"867";"000000003130029";"JOINT;1kV;CU-CU;10-10mm2;;1P;PRHS";;"BH";"6160";NULL;NULL
"868";"000000003130029";"JOINT;1kV;CU-CU;10-10mm2;;1P;PRHS";;"BH";"6160";NULL;NULL
"869";"000000003130032";"JOINT;1kV;CU-CU;16-16mm2;;1P;PRHS";;"BH";"11720";NULL;NULL
"870";"000000003130032";"JOINT;1kV;CU-CU;16-16mm2;;1P;PRHS";;"BH";"11720";NULL;NULL
"871";"000000003130034";"JOINT;1kV;CU-CU;4X95-4X95mm2;;;PVC";;"BH";"788975";NULL;NULL
"872";"000000003130034";"JOINT;1kV;CU-CU;4X95-4X95mm2;;;PVC";;"BH";"788975";NULL;NULL
"873";"000000003130044";"JOINT;20kV;AL-AL;3X150-3X240mm2;P-X;3P;H";;"SET";"4125000";NULL;NULL
"874";"000000003130044";"JOINT;20kV;AL-AL;3X150-3X240mm2;P-X;3P;H";;"SET";"0";NULL;NULL
"875";"000000003130050";"JOINT;20kV;AL-AL;3X240-3X240mm2;;3P;PR";;"SET";"2715075";NULL;NULL
"876";"000000003130050";"JOINT;20kV;AL-AL;3X240-3X240mm2;;3P;PR";;"SET";"2715075";NULL;NULL
"877";"000000003130051";"JOINT;20kV;AL-AL;3X240-3X300mm2;;3P;PR";;"SET";"2587090";NULL;NULL
"878";"000000003130051";"JOINT;20kV;AL-AL;3X240-3X300mm2;;3P;PR";;"SET";"0";NULL;NULL
"879";"000000003130052";"JOINT;20kV;AL-AL;3X300-3X300mm2;;3P;PR";;"SET";"2592633";NULL;NULL
"880";"000000003130052";"JOINT;20kV;AL-AL;3X300-3X300mm2;;3P;PR";;"SET";"0";NULL;NULL
"881";"000000003130069";"JOINT;1KV;AL-AL;3X70+50-4X150MM2;;3P;";;"SET";"176598";NULL;NULL
"882";"000000003130069";"JOINT;1KV;AL-AL;3X70+50-4X150MM2;;3P;";;"SET";"0";NULL;NULL
"883";"000000003130089";"JOINT;1kV;AL-CU;16-25/6-16mm2;;1P;PRHS";;"BH";"23956";NULL;NULL
"884";"000000003130089";"JOINT;1kV;AL-CU;16-25/6-16mm2;;1P;PRHS";;"BH";"23956";NULL;NULL
"885";"000000003130107";"JOINT;1kV;AL-CU;70-95mm2;;1P;PRSHS";;"BH";"48483";NULL;NULL
"886";"000000003130107";"JOINT;1kV;AL-CU;70-95mm2;;1P;PRSHS";;"BH";"48483";NULL;NULL
"887";"000000003130109";"JOINT;20kV;AL-AL;3X240-3X240mm2;;3P;PRCS";;"SET";"6490000";NULL;NULL
"888";"000000003130109";"JOINT;20kV;AL-AL;3X240-3X240mm2;;3P;PRCS";;"SET";"6490000";NULL;NULL
"889";"000000003130109";"JOINT;20kV;AL-AL;3X240-3X240mm2;;3P;PRCS";;"SET";"6490000";NULL;NULL
"890";"000000003130166";"JOINT;1KV;CU;95MM2;;1P;PRS";;"BH";"89200";NULL;NULL
"891";"000000003130166";"JOINT;1KV;CU;95MM2;;1P;PRS";;"BH";"89200";NULL;NULL
"892";"000000003130200";"JOINT;1KV;AL-CU;3X70+70-4X95MM2;;;PVC";;"SET";"692979";NULL;NULL
"893";"000000003130200";"JOINT;1KV;AL-CU;3X70+70-4X95MM2;;;PVC";;"SET";"692979";NULL;NULL
"894";"000000003140002";"JOINT ACC;CONN JOINT 240mm";;"SET";"0";NULL;NULL
"895";"000000003140002";"JOINT ACC;CONN JOINT 240mm";;"SET";"0";NULL;NULL
"896";"000000003140005";"JOINT ACC;CONN AL-AL 150-240mm2";;"BH";"0";NULL;NULL
"897";"000000003140005";"JOINT ACC;CONN AL-AL 150-240mm2";;"BH";"0";NULL;NULL
"898";"000000003150002";"TERM;20kV;CUB;CU;3P;3X1X35;ISOLBOW;ID";;"SET";"3448368";NULL;NULL
"899";"000000003150002";"TERM;20kV;CUB;CU;3P;3X1X35;ISOLBOW;ID";;"SET";"3448368";NULL;NULL
"900";"000000003150002";"TERM;20kV;CUB;CU;3P;3X1X35;ISOLBOW;ID";;"SET";"3448368";NULL;NULL
"901";"000000003150004";"TERM;20kV;JR;AL-CU;3P;3X150;NON ISO;ID";;"SET";"2421637";NULL;NULL
"902";"000000003150004";"TERM;20kV;JR;AL-CU;3P;3X150;NON ISO;ID";;"SET";"0";NULL;NULL
"903";"000000003150005";"TERM;20kV;JR;AL-CU;3P;3X150;NON ISO;OD";;"SET";"469935";NULL;NULL
"904";"000000003150005";"TERM;20kV;JR;AL-CU;3P;3X150;NON ISO;OD";;"SET";"0";NULL;NULL
"905";"000000003150019";"TERM;20kV;JR;AL-CU;3P;3X240;ISOLBOW;ID";;"SET";"5658769";NULL;NULL
"906";"000000003150019";"TERM;20kV;JR;AL-CU;3P;3X240;ISOLBOW;ID";;"SET";"5658769";NULL;NULL
"907";"000000003150019";"TERM;20kV;JR;AL-CU;3P;3X240;ISOLBOW;ID";;"SET";"5658769";NULL;NULL
"908";"000000003150020";"TERM;20kV;JR;AL-CU;3P;3X240;NON ISO;ID";;"SET";"2750000";NULL;NULL
"909";"000000003150020";"TERM;20kV;JR;AL-CU;3P;3X240;NON ISO;ID";;"SET";"2750000";NULL;NULL
"910";"000000003150028";"TERM;20kV;TRF;CU;3P;1X240;HS;OD";;"SET";"0";NULL;NULL
"911";"000000003150028";"TERM;20kV;TRF;CU;3P;1X240;HS;OD";;"SET";"0";NULL;NULL
"912";"000000003150031";"TERM;20kV;TRF;CU;3P;3X1X35;ISO STRG;ID";;"SET";"1149428";NULL;NULL
"913";"000000003150031";"TERM;20kV;TRF;CU;3P;3X1X35;ISO STRG;ID";;"SET";"0";NULL;NULL
"914";"000000003150033";"TERM;20KV;;CU;3P;3X1X35mm2;N ISO;OD";;"SET";"1210000";NULL;NULL
"915";"000000003150033";"TERM;20KV;;CU;3P;3X1X35mm2;N ISO;OD";;"SET";"0";NULL;NULL
"916";"000000003150034";"TERM;20KV;CUB;CU;3P;3X1X35mm2;N ISO;ID";;"SET";"1188435";NULL;NULL
"917";"000000003150034";"TERM;20KV;CUB;CU;3P;3X1X35mm2;N ISO;ID";;"SET";"0";NULL;NULL
"918";"000000003160004";"TERM ACC;WASHER BIMETAL 240mm";;"BH";"0";NULL;NULL
"919";"000000003160004";"TERM ACC;WASHER BIMETAL 240mm";;"BH";"0";NULL;NULL
"920";"000000003190002";"CUT OUT;20kV;6-100A;10kA;125kV";;"BH";"923450";NULL;NULL
"921";"000000003190002";"CUT OUT;20kV;6-100A;10kA;125kV";;"BH";"923450";NULL;NULL
"922";"000000003190002";"CUT OUT;20kV;6-100A;10kA;125kV";;"BH";"923450";NULL;NULL
"923";"000000003200002";"CUT OUT ACC;FUSE LINK 20kV 10A";;"BH";"20691";NULL;NULL
"924";"000000003200002";"CUT OUT ACC;FUSE LINK 20kV 10A";;"BH";"0";NULL;NULL
"925";"000000003200003";"CUT OUT ACC;FUSE LINK 20kV 12A";;"BH";"14823";NULL;NULL
"926";"000000003200003";"CUT OUT ACC;FUSE LINK 20kV 12A";;"BH";"0";NULL;NULL
"927";"000000003200004";"CUT OUT ACC;FUSE LINK 20kV 15A";;"BH";"14821";NULL;NULL
"928";"000000003200004";"CUT OUT ACC;FUSE LINK 20kV 15A";;"BH";"14821";NULL;NULL
"929";"000000003200005";"CUT OUT ACC;FUSE LINK 20kV 20A";;"BH";"24750";NULL;NULL
"930";"000000003200005";"CUT OUT ACC;FUSE LINK 20kV 20A";;"BH";"24750";NULL;NULL
"931";"000000003200007";"CUT OUT ACC;FUSE LINK 20kV 25A";;"BH";"0";NULL;NULL
"932";"000000003200007";"CUT OUT ACC;FUSE LINK 20kV 25A";;"BH";"0";NULL;NULL
"933";"000000003200025";"CUT OUT ACC;FUSE LINK 20kV 16A";;"BH";"18755";NULL;NULL
"934";"000000003200025";"CUT OUT ACC;FUSE LINK 20kV 16A";;"BH";"18755";NULL;NULL
"935";"000000003200026";"CUT OUT ACC;FUSE LINK 20kV 32A";;"BH";"0";NULL;NULL
"936";"000000003200026";"CUT OUT ACC;FUSE LINK 20kV 32A";;"BH";"0";NULL;NULL
"937";"000000003210005";"POLE TOP SWITCH;20KV;630A;16kA;LBS";;"SET";"0";NULL;NULL
"938";"000000003210020";"POLE TOP SWITCH;24KV;630A;16KA;LBS RTU";;"SET";"0";NULL;NULL
"939";"000000003210020";"POLE TOP SWITCH;24KV;630A;16KA;LBS RTU";;"SET";"0";NULL;NULL
"940";"000000003250007";"MCB;220/250V;1P;10A;50Hz;";;"BH";"12765";NULL;NULL
"941";"000000003250007";"MCB;220/250V;1P;10A;50Hz;";;"BH";"12765";NULL;NULL
"942";"000000003250008";"MCB;220/250V;1P;16A;50Hz;";;"BH";"12062";NULL;NULL
"943";"000000003250008";"MCB;220/250V;1P;16A;50Hz;";;"BH";"12062";NULL;NULL
"944";"000000003250010";"MCB;220/250V;1P;20A;50Hz;";;"BH";"23148";NULL;NULL
"945";"000000003250010";"MCB;220/250V;1P;20A;50Hz;";;"BH";"23148";NULL;NULL
"946";"000000003250011";"MCB;220/250V;1P;25A;50Hz;";;"BH";"17587";NULL;NULL
"947";"000000003250011";"MCB;220/250V;1P;25A;50Hz;";;"BH";"17587";NULL;NULL
"948";"000000003250012";"MCB;220/250V;1P;2A;50Hz;";;"BH";"21945";NULL;NULL
"949";"000000003250012";"MCB;220/250V;1P;2A;50Hz;";;"BH";"0";NULL;NULL
"950";"000000003250013";"MCB;220/250V;1P;35A;50Hz;";;"BH";"13177";NULL;NULL
"951";"000000003250013";"MCB;220/250V;1P;35A;50Hz;";;"BH";"13177";NULL;NULL
"952";"000000003250015";"MCB;220/250V;1P;4A;50Hz;";;"BH";"15862";NULL;NULL
"953";"000000003250015";"MCB;220/250V;1P;4A;50Hz;";;"BH";"15862";NULL;NULL
"954";"000000003250016";"MCB;220/250V;1P;50A;50Hz;";;"BH";"54470";NULL;NULL
"955";"000000003250016";"MCB;220/250V;1P;50A;50Hz;";;"BH";"54470";NULL;NULL
"956";"000000003250017";"MCB;220/250V;1P;63A;50Hz;";;"BH";"127050";NULL;NULL
"957";"000000003250017";"MCB;220/250V;1P;63A;50Hz;";;"BH";"127050";NULL;NULL
"958";"000000003250018";"MCB;220/250V;1P;6A;50Hz;";;"BH";"12142";NULL;NULL
"959";"000000003250018";"MCB;220/250V;1P;6A;50Hz;";;"BH";"12142";NULL;NULL
"960";"000000003250019";"MCB;220/400V;3P;16A;50Hz;";;"BH";"0";NULL;NULL
"961";"000000003250019";"MCB;220/400V;3P;16A;50Hz;";;"BH";"0";NULL;NULL
"962";"000000003250021";"MCB;380/400V;3P;20A;50Hz;";;"BH";"46329";NULL;NULL
"963";"000000003250021";"MCB;380/400V;3P;20A;50Hz;";;"BH";"46329";NULL;NULL
"964";"000000003250022";"MCB;380/440V;3P;10A;50Hz;";;"BH";"50132";NULL;NULL
"965";"000000003250022";"MCB;380/440V;3P;10A;50Hz;";;"BH";"50132";NULL;NULL
"966";"000000003250024";"MCB;380/440V;3P;16A;50Hz;";;"BH";"150618";NULL;NULL
"967";"000000003250024";"MCB;380/440V;3P;16A;50Hz;";;"BH";"150618";NULL;NULL
"968";"000000003250025";"MCB;380/440V;3P;25A;50Hz;";;"BH";"150590";NULL;NULL
"969";"000000003250025";"MCB;380/440V;3P;25A;50Hz;";;"BH";"150590";NULL;NULL
"970";"000000003250027";"MCB;380/440V;3P;35A;50Hz;";;"BH";"150590";NULL;NULL
"971";"000000003250027";"MCB;380/440V;3P;35A;50Hz;";;"BH";"150590";NULL;NULL
"972";"000000003250029";"MCB;380/440V;3P;50A;50Hz;";;"BH";"196900";NULL;NULL
"973";"000000003250029";"MCB;380/440V;3P;50A;50Hz;";;"BH";"196900";NULL;NULL
"974";"000000003250031";"MCB;380/440V;3P;63A;50Hz;";;"BH";"419650";NULL;NULL
"975";"000000003250031";"MCB;380/440V;3P;63A;50Hz;";;"BH";"419650";NULL;NULL
"976";"000000003250036";"MCB;220/250V;1P;2A;50Hz;MINBOX";;"BH";"28270";NULL;NULL
"977";"000000003250036";"MCB;220/250V;1P;2A;50Hz;MINBOX";;"BH";"28270";NULL;NULL
"978";"000000003250037";"MCB;220/250V;1P;4A;50Hz;MINBOX";;"BH";"28270";NULL;NULL
"979";"000000003250037";"MCB;220/250V;1P;4A;50Hz;MINBOX";;"BH";"28270";NULL;NULL
"980";"000000003250038";"MCB;220/250V;1P;6A;50Hz;MINBOX";;"BH";"24426";NULL;NULL
"981";"000000003250038";"MCB;220/250V;1P;6A;50Hz;MINBOX";;"BH";"24426";NULL;NULL
"982";"000000003250039";"MCB;220/250V;1P;10A;50Hz;MINBOX";;"BH";"22724";NULL;NULL
"983";"000000003250039";"MCB;220/250V;1P;10A;50Hz;MINBOX";;"BH";"22724";NULL;NULL
"984";"000000003250040";"MCB;220/250V;1P;16A;50Hz;MINBOX";;"BH";"28270";NULL;NULL
"985";"000000003250040";"MCB;220/250V;1P;16A;50Hz;MINBOX";;"BH";"28270";NULL;NULL
"986";"000000003250041";"MCB;220/250V;1P;20A;50Hz;MINBOX";;"BH";"26385";NULL;NULL
"987";"000000003250041";"MCB;220/250V;1P;20A;50Hz;MINBOX";;"BH";"26385";NULL;NULL
"988";"000000003250042";"MCB;220/250V;1P;25A;50Hz;MINBOX";;"BH";"23485";NULL;NULL
"989";"000000003250042";"MCB;220/250V;1P;25A;50Hz;MINBOX";;"BH";"23485";NULL;NULL
"990";"000000003250043";"MCB;220/250V;1P;35A;50Hz;MINBOX";;"BH";"23485";NULL;NULL
"991";"000000003250043";"MCB;220/250V;1P;35A;50Hz;MINBOX";;"BH";"23485";NULL;NULL
"992";"000000003250046";"MCB;230/400V;1P;2A;50Hz;";;"BH";"37312";NULL;NULL
"993";"000000003250046";"MCB;230/400V;1P;2A;50Hz;";;"BH";"37312";NULL;NULL
"994";"000000003250048";"MCB;230/400V;1P;4A;50Hz;";;"BH";"37312";NULL;NULL
"995";"000000003250048";"MCB;230/400V;1P;4A;50Hz;";;"BH";"37312";NULL;NULL
"996";"000000003250050";"MCB;230/400V;1P;6A;50Hz;";;"BH";"37312";NULL;NULL
"997";"000000003250050";"MCB;230/400V;1P;6A;50Hz;";;"BH";"37312";NULL;NULL
"998";"000000003250050";"MCB;230/400V;1P;6A;50Hz;";;"BH";"7989";NULL;NULL
"999";"000000003250052";"MCB;230/400V;1P;10A;50Hz;";;"BH";"37312";NULL;NULL
"1000";"000000003250052";"MCB;230/400V;1P;10A;50Hz;";;"BH";"37312";NULL;NULL
"1001";"000000003250054";"MCB;230/400V;1P;16A;50Hz;";;"BH";"37310";NULL;NULL
"1002";"000000003250054";"MCB;230/400V;1P;16A;50Hz;";;"BH";"37310";NULL;NULL
"1003";"000000003250056";"MCB;230/400V;1P;20A;50Hz;";;"BH";"35469";NULL;NULL
"1004";"000000003250056";"MCB;230/400V;1P;20A;50Hz;";;"BH";"35469";NULL;NULL
"1005";"000000003250058";"MCB;230/400V;1P;25A;50Hz;";;"BH";"37120";NULL;NULL
"1006";"000000003250058";"MCB;230/400V;1P;25A;50Hz;";;"BH";"37120";NULL;NULL
"1007";"000000003250059";"MCB;230/400V;1P;35A;50Hz;";;"BH";"37312";NULL;NULL
"1008";"000000003250059";"MCB;230/400V;1P;35A;50Hz;";;"BH";"37312";NULL;NULL
"1009";"000000003250060";"MCB;230/400V;1P;50A;50Hz;";;"BH";"37300";NULL;NULL
"1010";"000000003250060";"MCB;230/400V;1P;50A;50Hz;";;"BH";"37300";NULL;NULL
"1011";"000000003250081";"MCB;220/250V;1P;2A;50Hz;WITH COVER";;"BH";"30580";NULL;NULL
"1012";"000000003250081";"MCB;220/250V;1P;2A;50Hz;WITH COVER";;"BH";"30580";NULL;NULL
"1013";"000000003250082";"MCB;220/250V;1P;4A;50Hz;WITH COVER";;"BH";"30580";NULL;NULL
"1014";"000000003250082";"MCB;220/250V;1P;4A;50Hz;WITH COVER";;"BH";"30580";NULL;NULL
"1015";"000000003250083";"MCB;220/250V;1P;16A;50Hz;WITH COVER";;"BH";"30580";NULL;NULL
"1016";"000000003250083";"MCB;220/250V;1P;16A;50Hz;WITH COVER";;"BH";"30580";NULL;NULL
"1017";"000000003250084";"MCB;220/250V;1P;35A;50Hz;WITH COVER";;"BH";"23485";NULL;NULL
"1018";"000000003250084";"MCB;220/250V;1P;35A;50Hz;WITH COVER";;"BH";"23485";NULL;NULL
"1019";"000000003250097";"MCB;230/400V;3P;10A;50Hz;";;"BH";"137082";NULL;NULL
"1020";"000000003250097";"MCB;230/400V;3P;10A;50Hz;";;"BH";"137082";NULL;NULL
"1021";"000000003250099";"MCB;230/400V;3P;16A;50Hz;";;"BH";"137082";NULL;NULL
"1022";"000000003250099";"MCB;230/400V;3P;16A;50Hz;";;"BH";"137082";NULL;NULL
"1023";"000000003250102";"MCB;230/400V;3P;25A;50Hz;";;"BH";"137082";NULL;NULL
"1024";"000000003250102";"MCB;230/400V;3P;25A;50Hz;";;"BH";"137082";NULL;NULL
"1025";"000000003250103";"MCB;230/400V;3P;35A;50Hz;";;"BH";"137082";NULL;NULL
"1026";"000000003250103";"MCB;230/400V;3P;35A;50Hz;";;"BH";"137082";NULL;NULL
"1027";"000000003250289";"MCB;230/400V;3P;25A;50HZ;MCCB+SHUNTTRIP";;"BH";"1488680";NULL;NULL
"1028";"000000003250289";"MCB;230/400V;3P;25A;50HZ;MCCB+SHUNTTRIP";;"BH";"1488680";NULL;NULL
"1029";"000000003250290";"MCB;230/400V;3P;35A;50HZ;MCCB+SHUNTTRIP";;"BH";"1332000";NULL;NULL
"1030";"000000003250290";"MCB;230/400V;3P;35A;50HZ;MCCB+SHUNTTRIP";;"BH";"1332000";NULL;NULL
"1031";"000000003250291";"MCB;230/400V;3P;50A;50HZ;MCCB+SHUNTTRIP";;"BH";"1469814";NULL;NULL
"1032";"000000003250291";"MCB;230/400V;3P;50A;50HZ;MCCB+SHUNTTRIP";;"BH";"1469814";NULL;NULL
"1033";"000000003250292";"MCB;230/400V;3P;63A;50HZ;MCCB+SHUNTTRIP";;"BH";"1581007";NULL;NULL
"1034";"000000003250292";"MCB;230/400V;3P;63A;50HZ;MCCB+SHUNTTRIP";;"BH";"1581007";NULL;NULL
"1035";"000000003250296";"MCB;230/415V;3P;200A;50Hz;MCCB+SHUNTTRIP";;"BH";"2750000";NULL;NULL
"1036";"000000003250296";"MCB;230/415V;3P;200A;50Hz;MCCB+SHUNTTRIP";;"BH";"2750000";NULL;NULL
"1037";"000000003250297";"MCB;230/415V;3P;225A;50Hz;MCCB+SHUNTTRIP";;"BH";"2750000";NULL;NULL
"1038";"000000003250297";"MCB;230/415V;3P;225A;50Hz;MCCB+SHUNTTRIP";;"BH";"2750000";NULL;NULL
"1039";"000000003250298";"MCB;230/415V;3P;250A;50Hz;MCCB+SHUNTTRIP";;"BH";"2750000";NULL;NULL
"1040";"000000003250298";"MCB;230/415V;3P;250A;50Hz;MCCB+SHUNTTRIP";;"BH";"2750000";NULL;NULL
"1041";"000000003250299";"MCB;230/415V;3P;300A;50Hz;MCCB+SHUNTTRIP";;"BH";"4783130";NULL;NULL
"1042";"000000003250299";"MCB;230/415V;3P;300A;50Hz;MCCB+SHUNTTRIP";;"BH";"4783130";NULL;NULL
"1043";"000000003250300";"MCB;230/415V;3P;80A;50Hz;MCCB+SHUNTTRIP";;"BH";"1869196";NULL;NULL
"1044";"000000003250300";"MCB;230/415V;3P;80A;50Hz;MCCB+SHUNTTRIP";;"BH";"1869196";NULL;NULL
"1045";"000000003250301";"MCB;230/415V;3P;100A;50Hz;MCCB+SHUNTTRIP";;"BH";"1881561";NULL;NULL
